Wavenumber(cm-1),Transmittance(%)
6.290000000000000000e+02,9.455617418056230861e+01
6.300000000000000000e+02,9.430244209752191864e+01
6.310000000000000000e+02,9.405012043482129513e+01
6.320000000000000000e+02,9.380041664294893167e+01
6.330000000000000000e+02,9.355457241281840197e+01
6.340000000000000000e+02,9.331385386333666077e+01
6.350000000000000000e+02,9.307954105254211186e+01
6.360000000000000000e+02,9.285291692777968819e+01
6.370000000000000000e+02,9.263525584368815657e+01
6.380000000000000000e+02,9.242781178825394761e+01
6.390000000000000000e+02,9.223180646653912618e+01
6.400000000000000000e+02,9.204841739865413786e+01
6.410000000000000000e+02,9.187876619290562985e+01
6.420000000000000000e+02,9.172390715663848937e+01
6.430000000000000000e+02,9.158481640600558649e+01
6.440000000000000000e+02,9.146238163168986546e+01
6.450000000000000000e+02,9.135739267049464729e+01
6.460000000000000000e+02,9.127053302279026070e+01
6.470000000000000000e+02,9.120237244320999537e+01
6.480000000000000000e+02,9.115336071693596409e+01
6.490000000000000000e+02,9.112382271667530631e+01
6.500000000000000000e+02,9.111395481631997484e+01
6.510000000000000000e+02,9.112382271667530631e+01
6.520000000000000000e+02,9.115336071693596409e+01
6.530000000000000000e+02,9.120237244320999537e+01
6.540000000000000000e+02,9.127053302279026070e+01
6.550000000000000000e+02,9.135739267049464729e+01
6.560000000000000000e+02,9.146238163168986546e+01
6.570000000000000000e+02,9.158481640600558649e+01
6.580000000000000000e+02,9.172390715663848937e+01
6.590000000000000000e+02,9.187876619290562985e+01
6.600000000000000000e+02,9.204841739865413786e+01
6.610000000000000000e+02,9.223180646653912618e+01
6.620000000000000000e+02,9.242781178825394761e+01
6.630000000000000000e+02,9.263525584368815657e+01
6.640000000000000000e+02,9.285291692777968819e+01
6.650000000000000000e+02,9.307954105254211186e+01
6.660000000000000000e+02,9.331385386333666077e+01
6.670000000000000000e+02,9.355457241281840197e+01
6.680000000000000000e+02,9.380041664294893167e+01
6.690000000000000000e+02,9.405012043482129513e+01
6.700000000000000000e+02,9.430244209752191864e+01
6.710000000000000000e+02,9.455617418056230861e+01
6.720000000000000000e+02,9.481015250922155246e+01
6.730000000000000000e+02,9.506326435810034070e+01
6.740000000000000000e+02,9.531445569494130154e+01
6.750000000000000000e+02,9.556273744395539893e+01
6.760000000000000000e+02,9.580719073515781758e+01
6.770000000000000000e+02,9.604697112321842667e+01
6.780000000000000000e+02,9.628131177575441768e+01
6.790000000000000000e+02,9.650952564654792809e+01
6.800000000000000000e+02,9.673100666360360833e+01
6.810000000000000000e+02,9.694522997505505657e+01
6.820000000000000000e+02,9.715175130750739640e+01
6.830000000000000000e+02,9.735020550133556583e+01
6.840000000000000000e+02,9.754030429565369786e+01
6.850000000000000000e+02,9.772183344208438882e+01
6.860000000000000000e+02,9.789464923108262440e+01
6.870000000000000000e+02,9.805867451744167340e+01
6.880000000000000000e+02,9.821389433279463788e+01
6.890000000000000000e+02,9.836035117252716020e+01
6.900000000000000000e+02,9.849814004265813594e+01
6.910000000000000000e+02,9.862740334907515205e+01
6.920000000000000000e+02,9.874832570719377145e+01
6.930000000000000000e+02,9.886112874481867152e+01
6.940000000000000000e+02,9.896606596490367735e+01
6.950000000000000000e+02,9.906341772821843961e+01
6.960000000000000000e+02,9.915348640881262554e+01
6.970000000000000000e+02,9.923659176779818836e+01
6.980000000000000000e+02,9.931306658350817429e+01
6.990000000000000000e+02,9.938325256868917279e+01
7.000000000000000000e+02,9.944749659817530585e+01
7.010000000000000000e+02,9.950614726359654583e+01
7.020000000000000000e+02,9.955955176518824601e+01
7.030000000000000000e+02,9.960805314477717332e+01
7.040000000000000000e+02,9.965198785858147801e+01
7.050000000000000000e+02,9.969168368362429078e+01
7.060000000000000000e+02,9.972745794734814240e+01
7.070000000000000000e+02,9.975961606644359847e+01
7.080000000000000000e+02,9.978845037796425288e+01
7.090000000000000000e+02,9.981423924347741661e+01
7.100000000000000000e+02,9.983724640526669702e+01
7.110000000000000000e+02,9.985772057242327548e+01
7.120000000000000000e+02,9.987589521399389980e+01
7.130000000000000000e+02,9.989198853614459495e+01
7.140000000000000000e+02,9.990620362049968151e+01
7.150000000000000000e+02,9.991872870136883478e+01
7.160000000000000000e+02,9.992973756042755440e+01
7.170000000000000000e+02,9.993939001851256876e+01
7.180000000000000000e+02,9.994783250548270814e+01
7.190000000000000000e+02,9.995519869052674267e+01
7.200000000000000000e+02,9.996161015682842788e+01
7.210000000000000000e+02,9.996717710608236018e+01
7.220000000000000000e+02,9.997199907995670287e+01
7.230000000000000000e+02,9.997616568718726171e+01
7.240000000000000000e+02,9.997975732653456760e+01
7.250000000000000000e+02,9.998284589731908056e+01
7.260000000000000000e+02,9.998549549065137398e+01
7.270000000000000000e+02,9.998776305577987955e+01
7.280000000000000000e+02,9.998969903717978980e+01
7.290000000000000000e+02,9.999134797909547956e+01
7.300000000000000000e+02,9.999274909522412713e+01
7.310000000000000000e+02,9.999393680208804369e+01
7.320000000000000000e+02,9.999494121539183311e+01
7.330000000000000000e+02,9.999578860929992175e+01
7.340000000000000000e+02,9.999650183910767964e+01
7.350000000000000000e+02,9.999710072822138329e+01
7.360000000000000000e+02,9.999760242071600658e+01
7.370000000000000000e+02,9.999802170101398247e+01
7.380000000000000000e+02,9.999837128243103734e+01
7.390000000000000000e+02,9.999866206647530475e+01
7.400000000000000000e+02,9.999890337487067882e+01
7.410000000000000000e+02,9.999910315631473168e+01
7.420000000000000000e+02,9.999926816998038248e+01
7.430000000000000000e+02,9.999940414773804775e+01
7.440000000000000000e+02,9.999951593701607067e+01
7.450000000000000000e+02,9.999960762613876852e+01
7.460000000000000000e+02,9.999968265388736199e+01
7.470000000000000000e+02,9.999974390492485554e+01
7.480000000000000000e+02,9.999979379261466761e+01
7.490000000000000000e+02,9.999983433064862481e+01
7.500000000000000000e+02,9.999986719478434338e+01
7.510000000000000000e+02,9.999989377587837680e+01
7.520000000000000000e+02,9.999991522529104770e+01
7.530000000000000000e+02,9.999993249363278380e+01
7.540000000000000000e+02,9.999994636372125001e+01
7.550000000000000000e+02,9.999995747852489103e+01
7.560000000000000000e+02,9.999996636478044820e+01
7.570000000000000000e+02,9.999997345289190775e+01
7.580000000000000000e+02,9.999997909364439863e+01
7.590000000000000000e+02,9.999998357219978118e+01
7.600000000000000000e+02,9.999998711978057031e+01
7.610000000000000000e+02,9.999998992339448023e+01
7.620000000000000000e+02,9.999999213390417196e+01
7.630000000000000000e+02,9.999999387270374029e+01
7.640000000000000000e+02,9.999999523722642891e+01
7.650000000000000000e+02,9.999999630547479512e+01
7.660000000000000000e+02,9.999999713973595306e+01
7.670000000000000000e+02,9.999999778961971231e+01
7.680000000000000000e+02,9.999999829453578570e+01
7.690000000000000000e+02,9.999999868570787953e+01
7.700000000000000000e+02,9.999999898780633600e+01
7.710000000000000000e+02,9.999999922026789534e+01
7.720000000000000000e+02,9.999999939835923612e+01
7.730000000000000000e+02,9.999999953403155928e+01
7.740000000000000000e+02,9.999999963660494018e+01
7.750000000000000000e+02,9.999999971331484971e+01
7.760000000000000000e+02,9.999999976974670801e+01
7.770000000000000000e+02,9.999999981018034134e+01
7.780000000000000000e+02,9.999999983786157998e+01
7.790000000000000000e+02,9.999999985521542101e+01
7.800000000000000000e+02,9.999999986401205376e+01
7.810000000000000000e+02,9.999999986549501330e+01
7.820000000000000000e+02,9.999999986047903633e+01
7.830000000000000000e+02,9.999999984942321873e+01
7.840000000000000000e+02,9.999999983248424940e+01
7.850000000000000000e+02,9.999999980955348633e+01
7.860000000000000000e+02,9.999999978028037617e+01
7.870000000000000000e+02,9.999999974408460446e+01
7.880000000000000000e+02,9.999999970015838358e+01
7.890000000000000000e+02,9.999999964746008629e+01
7.900000000000000000e+02,9.999999958469987860e+01
7.910000000000000000e+02,9.999999951031774970e+01
7.920000000000000000e+02,9.999999942245406714e+01
7.930000000000000000e+02,9.999999931891248650e+01
7.940000000000000000e+02,9.999999919711495977e+01
7.950000000000000000e+02,9.999999905404807521e+01
7.960000000000000000e+02,9.999999888620014588e+01
7.970000000000000000e+02,9.999999868948798110e+01
7.980000000000000000e+02,9.999999845917226082e+01
7.990000000000000000e+02,9.999999818975989285e+01
8.000000000000000000e+02,9.999999787489221603e+01
8.010000000000000000e+02,9.999999750721669045e+01
8.020000000000000000e+02,9.999999707824039774e+01
8.030000000000000000e+02,9.999999657816285037e+01
8.040000000000000000e+02,9.999999599568539566e+01
8.050000000000000000e+02,9.999999531779434392e+01
8.060000000000000000e+02,9.999999452951442436e+01
8.070000000000000000e+02,9.999999361362877437e+01
8.080000000000000000e+02,9.999999255036139800e+01
8.090000000000000000e+02,9.999999131701731869e+01
8.100000000000000000e+02,9.999998988757526774e+01
8.110000000000000000e+02,9.999998823222711053e+01
8.120000000000000000e+02,9.999998631685764394e+01
8.130000000000000000e+02,9.999998410245756020e+01
8.140000000000000000e+02,9.999998154446177523e+01
8.150000000000000000e+02,9.999997859200436778e+01
8.160000000000000000e+02,9.999997518708043742e+01
8.170000000000000000e+02,9.999997126360435118e+01
8.180000000000000000e+02,9.999996674635264071e+01
8.190000000000000000e+02,9.999996154977861806e+01
8.200000000000000000e+02,9.999995557668465551e+01
8.210000000000000000e+02,9.999994871673652597e+01
8.220000000000000000e+02,9.999994084480285039e+01
8.230000000000000000e+02,9.999993181910114970e+01
8.240000000000000000e+02,9.999992147912995222e+01
8.250000000000000000e+02,9.999990964336510046e+01
8.260000000000000000e+02,9.999989610669597084e+01
8.270000000000000000e+02,9.999988063757538725e+01
8.280000000000000000e+02,9.999986297485492059e+01
8.290000000000000000e+02,9.999984282427456606e+01
8.300000000000000000e+02,9.999981985457350220e+01
8.310000000000000000e+02,9.999979369318587885e+01
8.320000000000000000e+02,9.999976392148280979e+01
8.330000000000000000e+02,9.999973006951857712e+01
8.340000000000000000e+02,9.999969161023625475e+01
8.350000000000000000e+02,9.999964795308440557e+01
8.360000000000000000e+02,9.999959843699316764e+01
8.370000000000000000e+02,9.999954232265467624e+01
8.380000000000000000e+02,9.999947878404873336e+01
8.390000000000000000e+02,9.999940689915138137e+01
8.400000000000000000e+02,9.999932563975944788e+01
8.410000000000000000e+02,9.999923386036086015e+01
8.420000000000000000e+02,9.999913028597592302e+01
8.430000000000000000e+02,9.999901349889097446e+01
8.440000000000000000e+02,9.999888192420156940e+01
8.450000000000000000e+02,9.999873381407810768e+01
8.460000000000000000e+02,9.999856723066315567e+01
8.470000000000000000e+02,9.999838002750504984e+01
8.480000000000000000e+02,9.999816982942905952e+01
8.490000000000000000e+02,9.999793401074322219e+01
8.500000000000000000e+02,9.999766967167265364e+01
8.510000000000000000e+02,9.999737361291273885e+01
8.520000000000000000e+02,9.999704230818865369e+01
8.530000000000000000e+02,9.999667187470603835e+01
8.540000000000000000e+02,9.999625804137572516e+01
8.550000000000000000e+02,9.999579611469339113e+01
8.560000000000000000e+02,9.999528094215446572e+01
8.570000000000000000e+02,9.999470687308398453e+01
8.580000000000000000e+02,9.999406771676159167e+01
8.590000000000000000e+02,9.999335669772338520e+01
8.600000000000000000e+02,9.999256640812431840e+01
8.610000000000000000e+02,9.999168875704842208e+01
8.620000000000000000e+02,9.999071491665866063e+01
8.630000000000000000e+02,9.998963526508367750e+01
8.640000000000000000e+02,9.998843932594644457e+01
8.650000000000000000e+02,9.998711570444787355e+01
8.660000000000000000e+02,9.998565201992927598e+01
8.670000000000000000e+02,9.998403483484905507e+01
8.680000000000000000e+02,9.998224958012313834e+01
8.690000000000000000e+02,9.998028047679423480e+01
8.700000000000000000e+02,9.997811045401269325e+01
8.710000000000000000e+02,9.997572106333183228e+01
8.720000000000000000e+02,9.997309238934215614e+01
8.730000000000000000e+02,9.997020295669381085e+01
8.740000000000000000e+02,9.996702963358282545e+01
8.750000000000000000e+02,9.996354753180597186e+01
8.760000000000000000e+02,9.995972990352051113e+01
8.770000000000000000e+02,9.995554803487914342e+01
8.780000000000000000e+02,9.995097113674674461e+01
8.790000000000000000e+02,9.994596623274470915e+01
8.800000000000000000e+02,9.994049804490948929e+01
8.810000000000000000e+02,9.993452887729621636e+01
8.820000000000000000e+02,9.992801849790389213e+01
8.830000000000000000e+02,9.992092401934655754e+01
8.840000000000000000e+02,9.991319977874569247e+01
8.850000000000000000e+02,9.990479721737008845e+01
8.860000000000000000e+02,9.989566476060406330e+01
8.870000000000000000e+02,9.988574769887881644e+01
8.880000000000000000e+02,9.987498807025906444e+01
8.890000000000000000e+02,9.986332454543257597e+01
8.900000000000000000e+02,9.985069231590894390e+01
8.910000000000000000e+02,9.983702298629042104e+01
8.920000000000000000e+02,9.982224447153485869e+01
8.930000000000000000e+02,9.980628090018745979e+01
8.940000000000000000e+02,9.978905252461223085e+01
8.950000000000000000e+02,9.977047563930746321e+01
8.960000000000000000e+02,9.975046250844008000e+01
8.970000000000000000e+02,9.972892130378107822e+01
8.980000000000000000e+02,9.970575605426815002e+01
8.990000000000000000e+02,9.968086660846134350e+01
9.000000000000000000e+02,9.965414861119182888e+01
9.010000000000000000e+02,9.962549349573289703e+01
9.020000000000000000e+02,9.959478849284489854e+01
9.030000000000000000e+02,9.956191665806076685e+01
9.040000000000000000e+02,9.952675691858689788e+01
9.050000000000000000e+02,9.948918414119268050e+01
9.060000000000000000e+02,9.944906922245225189e+01
9.070000000000000000e+02,9.940627920268141793e+01
9.080000000000000000e+02,9.936067740488270772e+01
9.090000000000000000e+02,9.931212359996936812e+01
9.100000000000000000e+02,9.926047419948568518e+01
9.110000000000000000e+02,9.920558247697530874e+01
9.120000000000000000e+02,9.914729881907118170e+01
9.130000000000000000e+02,9.908547100728871726e+01
9.140000000000000000e+02,9.901994453139924701e+01
9.150000000000000000e+02,9.895056293514267054e+01
9.160000000000000000e+02,9.887716819490549369e+01
9.170000000000000000e+02,9.879960113184502291e+01
9.180000000000000000e+02,9.871770185778103723e+01
9.190000000000000000e+02,9.863131025500291571e+01
9.200000000000000000e+02,9.854026648995488813e+01
9.210000000000000000e+02,9.844441156056289799e+01
9.220000000000000000e+02,9.834358787675664360e+01
9.230000000000000000e+02,9.823763987351806293e+01
9.240000000000000000e+02,9.812641465555584830e+01
9.250000000000000000e+02,9.800976267246417706e+01
9.260000000000000000e+02,9.788753842297396091e+01
9.270000000000000000e+02,9.775960118664950471e+01
9.280000000000000000e+02,9.762581578112094860e+01
9.290000000000000000e+02,9.748605334267850253e+01
9.300000000000000000e+02,9.734019212778676433e+01
9.310000000000000000e+02,9.718811833281029067e+01
9.320000000000000000e+02,9.702972692897625961e+01
9.330000000000000000e+02,9.686492250933855530e+01
9.340000000000000000e+02,9.669362014425220764e+01
9.350000000000000000e+02,9.651574624162023497e+01
9.360000000000000000e+02,9.633123940793853990e+01
9.370000000000000000e+02,9.614005130594141235e+01
9.380000000000000000e+02,9.594214750444183437e+01
9.390000000000000000e+02,9.573750831577089571e+01
9.400000000000000000e+02,9.552612961605058217e+01
9.410000000000000000e+02,9.530802364338586585e+01
9.420000000000000000e+02,9.508321976893971339e+01
9.430000000000000000e+02,9.485176523575783847e+01
9.440000000000000000e+02,9.461372586014245201e+01
9.450000000000000000e+02,9.436918669033806850e+01
9.460000000000000000e+02,9.411825261728790792e+01
9.470000000000000000e+02,9.386104893224919010e+01
9.480000000000000000e+02,9.359772182612158531e+01
9.490000000000000000e+02,9.332843882544432290e+01
9.500000000000000000e+02,9.305338916015766415e+01
9.510000000000000000e+02,9.277278405840147002e+01
9.520000000000000000e+02,9.248685696384008281e+01
9.530000000000000000e+02,9.219586367125710069e+01
9.540000000000000000e+02,9.190008237645682243e+01
9.550000000000000000e+02,9.159981363683914424e+01
9.560000000000000000e+02,9.129538023938266633e+01
9.570000000000000000e+02,9.098712697317286313e+01
9.580000000000000000e+02,9.067542030404959519e+01
9.590000000000000000e+02,9.036064794941600553e+01
9.600000000000000000e+02,9.004321835175026933e+01
9.610000000000000000e+02,8.972356004988627376e+01
9.620000000000000000e+02,8.940212094767952067e+01
9.630000000000000000e+02,8.907936748024536655e+01
9.640000000000000000e+02,8.875578367854470230e+01
9.650000000000000000e+02,8.843187013369490046e+01
9.660000000000000000e+02,8.810814286299547859e+01
9.670000000000000000e+02,8.778513208027592896e+01
9.680000000000000000e+02,8.746338087379257331e+01
9.690000000000000000e+02,8.714344379551687325e+01
9.700000000000000000e+02,8.682588536626649045e+01
9.710000000000000000e+02,8.651127850172653666e+01
9.720000000000000000e+02,8.620020286498690609e+01
9.730000000000000000e+02,8.589324315177989888e+01
9.740000000000000000e+02,8.559098731513299185e+01
9.750000000000000000e+02,8.529402473665197704e+01
9.760000000000000000e+02,8.500294435211561961e+01
9.770000000000000000e+02,8.471833273948800525e+01
9.780000000000000000e+02,8.444077217783865308e+01
9.790000000000000000e+02,8.417083868599515029e+01
9.800000000000000000e+02,8.390910005003964045e+01
